universe,symbol,market,start_date,end_date,source,confidence,asset_class,asset_subclass,role
SP100_PIT_2008,COST,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,CRM,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,CSCO,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,CVX,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,DE,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,DHR,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,DIS,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,DUK,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,EMR,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,FDX,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,GD,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,GE,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,GILD,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,GM,us,2010-11-18,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,GOOG,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,GOOGL,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,GS,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,HD,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,HON,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,IBM,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,INTC,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,INTU,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,ISRG,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,JNJ,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,JPM,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,KO,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,LLY,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,LMT,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,LOW,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,LRCX,us,2012-01-02,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,MA,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,MCD,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,MDLZ,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,MDT,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,MMM,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,MO,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,MRK,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,MS,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,MSFT,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,MU,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,NEE,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,NFLX,us,2015-06-16,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,NKE,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,NVDA,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,ORCL,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,PEP,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,PFE,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,PG,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,PM,us,2008-03-17,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,medium,equity,us-large-cap,risk
SP100_PIT_2008,QCOM,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,SBUX,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,SCHW,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,SO,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,SPG,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,T,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,TMO,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,TXN,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,UNH,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,UNP,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,UPS,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,USB,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,V,us,2008-03-19,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,high,equity,us-large-cap,risk
SP100_PIT_2008,VZ,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,WFC,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,WMT,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,XOM,us,2008-01-01,,wikipedia:sp100-components+sp500-historical+pit-2016-backfill,low,equity,us-large-cap,risk
SP100_PIT_2008,AET,us,2008-01-01,2018-11-29,sp100-historical+known-event:Aetna: S&P100 until CVS acquis,medium,equity,us-large-cap,risk
SP100_PIT_2008,TWX,us,2008-01-01,2018-06-15,sp100-historical+known-event:Time Warner: S&P100 until AT&T,medium,equity,us-large-cap,risk
SP100_PIT_2008,ESRX,us,2008-01-01,2018-12-21,sp100-historical+known-event:Express Scripts: S&P100 until ,low,equity,us-large-cap,risk
SP100_PIT_2008,DD,us,2008-01-01,2019-06-01,sp100-historical+known-event:DuPont: S&P100 until DowDuPont,low,equity,us-large-cap,risk
SP100_PIT_2008,DOW,us,2019-04-01,,sp100-historical+known-event:Dow Inc: spun from DowDuPont 2,low,equity,us-large-cap,risk
SP100_PIT_2008,TGT,us,2008-01-01,2015-12-31,sp100-historical+known-event:Target: dropped from S&P100 ~2,low,equity,us-large-cap,risk
SP100_PIT_2008,BAX,us,2008-01-01,2015-07-01,sp100-historical+known-event:Baxter: split into BAX+BXLT 20,low,equity,us-large-cap,risk
SP100_PIT_2008,ALL,us,2008-01-01,2016-01-01,sp100-historical+known-event:Allstate: in S&P100 ~2008-2015,low,equity,us-large-cap,risk
SP100_PIT_2008,AMD,us,2019-01-02,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2008,CVS,us,2018-11-30,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2008,AVGO,us,2009-08-06,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2008,BKNG,us,2009-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2008,NOW,us,2022-01-03,,wikipedia:sp100-components+sp500-historical,low,equity,us-large-cap,risk
SP100_PIT_2008,PLTR,us,2024-09-23,,wikipedia:sp100-components+sp500-historical,low,equity,us-large-cap,risk
SP100_PIT_2008,META,us,2022-06-09,,wikipedia:sp100-components+sp500-historical,low,equity,us-large-cap,risk
SP100_PIT_2008,RTX,us,2020-04-03,,wikipedia:sp100-components+sp500-historical,low,equity,us-large-cap,risk
SP100_PIT_2008,TMUS,us,2020-01-02,,wikipedia:sp100-components+sp500-historical,low,equity,us-large-cap,risk
SP100_PIT_2008,TSLA,us,2020-12-21,,wikipedia:sp100-components+sp500-historical,low,equity,us-large-cap,risk
SP100_PIT_2008,UBER,us,2023-10-18,,wikipedia:sp100-components+sp500-historical,low,equity,us-large-cap,risk
SP100_PIT_2008,GEV,us,2024-04-02,,wikipedia:sp100-components+sp500-historical,low,equity,us-large-cap,risk
SP100_PIT_2008,LIN,us,2018-10-31,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2008,TLT,us,2008-01-01,,manual:defensive-basket,high,bond,treasury-long,defensive
