universe,symbol,market,start_date,end_date,source,confidence,asset_class,asset_subclass,role
SP400_600_CURRENT,BAH,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BANC,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BANF,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BANR,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BBT,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BBWI,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BC,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BCC,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BCO,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BCPC,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BDC,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BFAM,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BFH,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BFS,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BGC,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BHE,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BHF,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BILL,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BIO,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BJ,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BJRI,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BKE,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BKH,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BKU,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BL,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BLD,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BLFS,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BLKB,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BMI,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BMRN,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BNL,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BOH,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BOOT,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BOX,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BRBR,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BRC,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BRKR,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BROS,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BRX,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BSY,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BTSG,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BTU,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BURL,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BWA,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BWXT,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,BXMT,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,BYD,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CABO,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CACI,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CAKE,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CALM,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CALX,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CALY,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CAR,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CARG,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CART,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CASH,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CATY,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CAVA,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CBRL,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CBSH,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CBT,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CBU,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CC,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CCK,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CCOI,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CCS,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CDP,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CE,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CELH,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CENT,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CENTA,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CENX,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CERT,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CFFN,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CFR,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CG,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CGNX,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CHCO,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CHDN,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CHE,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CHEF,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CHH,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CHRD,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CHWY,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CLB,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CLF,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CLH,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CLSK,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CMC,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CNH,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CNK,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CNM,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CNMD,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CNO,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CNR,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CNS,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CNX,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CNXC,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CNXN,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,COCO,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,COHU,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,COKE,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,COLB,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,COLL,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,COLM,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CON,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CORT,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,COTY,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CPF,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CPK,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CPRI,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CPRX,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CR,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CRBG,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CRC,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CRGY,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CRI,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CRK,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CROX,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CRS,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CRSR,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CRUS,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CRVL,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CSL,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CSR,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CSW,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CTKB,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CTRE,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CTS,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CUBE,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CUBI,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CURB,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CUZ,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CVBF,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CVCO,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CVI,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CVLT,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CVSA,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CW,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CWEN,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CWEN.A,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CWK,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CWST,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CWT,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CXM,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CXT,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CXW,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,CYTK,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,CZR,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DAN,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DAR,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,DBD,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DBX,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,DCH,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DCI,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,DCOM,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DEA,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DEI,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DFH,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DFIN,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DGII,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DINO,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,DIOD,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DKS,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,DLB,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,DLX,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DNOW,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DOCN,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,DOCS,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,DOCU,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,DORM,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DRH,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DT,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,DTM,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,DUOL,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,DV,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DXC,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DXPE,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
SP400_600_CURRENT,DY,us,2026-05-31,,wikipedia,medium,equity,us-mid-cap,risk
SP400_600_CURRENT,EAT,us,2026-05-31,,wikipedia,medium,equity,us-small-cap,risk
